+--------------------+---------------+--------------+----------+------------------+------+------+------+-----------------+------------+
|             country|poverty_percent|gdp_per_capita|population|years_of_education|   sex|height|weight|            sport|TieneMedalla|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.78|  88.0|        taekwondo|           0|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|  male|  1.87|  81.0|        badminton|           0|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|  male|  1.89|  85.0|        badminton|           0|
|             Ukraine|            0.0|        9214.0|  44713708|              11.3|  male|  1.83|  77.0|        badminton|           0|
|               China|      0.5253779|       12569.0|1414049353|               7.8|  male|  1.86|  80.0|        badminton|           0|
|            Thailand|     0.02727074|       15454.0|  68971313|               7.6|  male|  1.75|  78.0|        badminton|           0|
|            Thailand|     0.02727074|       15454.0|  68971313|               7.6|  male|  1.79|  75.0|        badminton|           0|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|   1.8|  75.0|        badminton|           0|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|  1.88|  75.0|        badminton|           0|
|               China|      0.5253779|       12569.0|1414049353|               7.8|  male|  1.88|  82.0|        badminton|           0|
|              Taiwan|            0.0|       42165.0|  23618201|              12.0|  male|  1.82|  82.0|        badminton|           0|
|               Japan|      0.7278879|       37465.0| 127763267|              12.7|female|  1.56|  55.0|        badminton|           0|
|               India|       12.23808|        6125.0|1324517250|               6.4|female|  1.65|  59.0|        badminton|           0|
|               Japan|      0.7278879|       37465.0| 127763267|              12.7|female|  1.72|  59.0|        badminton|           0|
|             Germany|            0.0|       44689.0|  82193770|              14.1|female|  1.78|  70.0|        badminton|           0|
|             Germany|            0.0|       44689.0|  82193770|              14.1|female|  1.71|  60.0|        badminton|           0|
|             Ireland|      0.1311761|       56597.0|   4695790|              12.5|female|  1.65|  61.0|        badminton|           0|
|           Indonesia|       5.239999|       10911.0| 261556386|               8.0|female|  1.61|  51.0|        badminton|           0|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.69|  60.0|        badminton|           0|
|         Netherlands|     0.04591711|       45600.0|  16981285|              12.1|female|  1.64|  60.0|        badminton|           0|
|             Austria|      0.6640635|       41445.0|   8747306|              12.1|female|  1.75|  62.0|        badminton|           0|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.68|  58.0|        badminton|           0|
|            Bulgaria|       1.948435|       17037.0|   7151948|              11.8|female|  1.69|  63.0|        badminton|           0|
|               Egypt|       2.366573|       11351.0|  94447071|               7.2|  male|  1.88|  87.0|          fencing|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  1.84|  82.0|          fencing|           0|
|             Senegal|       32.47264|        2403.0|  14993514|               2.9|  male|  1.68|  75.0|          fencing|           0|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.77|  75.0|          fencing|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  1.84|  80.0|          fencing|           0|
|                Iran|      0.3843361|       16783.0|  79563991|               9.8|  male|  1.93|  94.0|          fencing|           0|
|             Belarus|            0.0|       17628.0|   9445638|              12.3|  male|  1.91|  80.0|          fencing|           0|
|             Ukraine|            0.0|        9214.0|  44713708|              11.3|  male|  1.86|  75.0|          fencing|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  1.75|  70.0|          fencing|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  1.93|  93.0|          fencing|           0|
|             Ukraine|            0.0|        9214.0|  44713708|              11.3|  male|  1.95|  85.0|          fencing|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  1.74|  85.0|          fencing|           0|
|           Venezuela|           82.0|       15219.0|  29851249|              12.8|  male|  1.65|  60.0|          fencing|           0|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|   1.9|  85.0|          fencing|           0|
|               Egypt|       2.366573|       11351.0|  94447071|               7.2|  male|  1.81|  72.0|          fencing|           0|
|         Netherlands|     0.04591711|       45600.0|  16981285|              12.1|  male|   1.9|  85.0|          fencing|           0|
|         Switzerland|     0.03427533|       59662.0|   8379915|              13.4|  male|  1.89|  78.0|          fencing|           0|
|             Ukraine|            0.0|        9214.0|  44713708|              11.3|  male|  1.88|  85.0|          fencing|           0|
|         South Korea|      0.2266651|       36103.0|  50983446|              12.1|  male|  1.82|  70.0|          fencing|           0|
|              Mexico|       2.158935|       16133.0| 123333379|               8.6|  male|  1.78|  78.0|          fencing|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|   1.8|  76.0|          fencing|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  1.85|  78.0|          fencing|           0|
|             Ukraine|            0.0|        9214.0|  44713708|              11.3|  male|  1.79|  79.0|          fencing|           0|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  1.86|  77.0|          fencing|           0|
|         Switzerland|     0.03427533|       59662.0|   8379915|              13.4|  male|  1.81|  83.0|          fencing|           0|
|             Tunisia|      0.2461845|       11073.0|  11303942|               7.1|  male|  1.75|  60.0|          fencing|           0|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.84|  80.0|          fencing|           0|
|           Venezuela|           82.0|       15219.0|  29851249|              12.8|  male|   1.8|  75.0|          fencing|           0|
|         South Korea|      0.2266651|       36103.0|  50983446|              12.1|female|  1.68|  56.0|          fencing|           0|
|             Hungary|       1.330806|       23279.0|   9752970|              11.9|female|  1.62|  58.0|          fencing|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.73|  63.0|          fencing|           0|
|              Greece|        1.05405|       22574.0|  10615183|              10.8|female|  1.68|  58.0|          fencing|           0|
|           Venezuela|           82.0|       15219.0|  29851249|              12.8|female|  1.69|  62.0|          fencing|           0|
|              Mexico|       2.158935|       16133.0| 123333379|               8.6|female|  1.76|  73.0|          fencing|           0|
